Age,Attrition,Department,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
25,No,Sales,Life Sciences,1240,3,Male,2,Sales Executive,4,Single,4950,No,3,4
30,No,Research & Development,Medical,1241,4,Male,1,Research Scientist,2,Married,3579,Yes,3,11
42,No,Research & Development,Medical,1242,1,Female,3,Research Director,1,Married,13191,Yes,3,1
35,No,Sales,Marketing,1243,3,Female,3,Sales Executive,4,Married,10377,Yes,2,13
27,No,Research & Development,Life Sciences,1244,1,Male,1,Research Scientist,1,Married,2235,Yes,2,9
54,No,Research & Development,Life Sciences,1245,4,Female,3,Manufacturing Director,3,Divorced,10502,No,1,5
44,No,Research & Development,Life Sciences,1246,1,Female,1,Research Scientist,4,Married,2011,No,3,10
19,Yes,Research & Development,Medical,1248,1,Female,1,Research Scientist,2,Single,1859,Yes,4,1
29,No,Research & Development,Life Sciences,1249,1,Female,1,Research Scientist,4,Divorced,3760,No,3,3
54,No,Research & Development,Life Sciences,1250,4,Male,4,Research Director,4,Married,17779,No,3,10
31,No,Research & Development,Medical,1251,3,Male,2,Healthcare Representative,1,Married,6833,Yes,2,6
31,No,Research & Development,Medical,1252,3,Female,2,Healthcare Representative,1,Single,6812,No,3,10
59,No,Sales,Life Sciences,1254,3,Female,2,Sales Executive,4,Single,5171,No,3,6
43,No,Research & Development,Life Sciences,1255,3,Male,5,Research Director,4,Married,19740,No,3,8
49,No,Research & Development,Medical,1256,1,Male,5,Manager,3,Married,18711,No,4,1
36,No,Research & Development,Technical Degree,1257,3,Male,1,Research Scientist,2,Married,3692,No,2,11
48,No,Research & Development,Technical Degree,1258,4,Male,1,Laboratory Technician,2,Single,2559,No,2,1
27,No,Research & Development,Life Sciences,1259,1,Male,1,Research Scientist,3,Divorced,2517,No,3,5
29,No,Research & Development,Life Sciences,1260,3,Male,2,Healthcare Representative,4,Divorced,6623,Yes,3,6
48,No,Research & Development,Life Sciences,1263,4,Male,5,Research Director,4,Single,18265,No,4,1
29,No,Research & Development,Life Sciences,1264,4,Female,4,Research Director,4,Divorced,16124,No,2,7
34,No,Research & Development,Technical Degree,1265,3,Female,1,Research Scientist,3,Married,2585,No,2,1
44,No,Sales,Marketing,1267,2,Male,5,Manager,2,Married,18213,No,3,22
33,No,Sales,Marketing,1268,4,Male,3,Sales Executive,3,Divorced,8380,Yes,3,9
19,No,Research & Development,Life Sciences,1269,2,Female,1,Research Scientist,4,Single,2994,Yes,3,1
23,No,Research & Development,Life Sciences,1270,4,Male,1,Research Scientist,3,Married,1223,No,3,1
25,Yes,Sales,Life Sciences,1273,3,Male,1,Sales Representative,4,Single,1118,Yes,3,1
26,No,Research & Development,Life Sciences,1275,3,Male,1,Research Scientist,4,Single,2875,Yes,2,8
45,Yes,Sales,Marketing,1277,1,Female,5,Manager,2,Single,18824,Yes,3,24
55,No,Research & Development,Medical,1278,4,Male,4,Healthcare Representative,2,Divorced,13577,Yes,3,33
21,Yes,Research & Development,Life Sciences,1279,1,Female,1,Laboratory Technician,3,Single,2625,No,1,2
46,No,Sales,Marketing,1280,4,Female,5,Manager,2,Married,18789,No,3,11
34,No,Sales,Marketing,1281,3,Female,2,Sales Executive,1,Single,4538,Yes,3,3
51,No,Sales,Life Sciences,1282,4,Male,5,Manager,2,Divorced,19847,Yes,2,29
59,No,Research & Development,Medical,1283,4,Male,3,Manufacturing Director,4,Single,10512,No,2,9
34,No,Research & Development,Medical,1285,3,Female,2,Laboratory Technician,2,Divorced,4444,No,4,11
28,No,Research & Development,Medical,1286,4,Male,1,Laboratory Technician,3,Single,2154,Yes,2,4
44,No,Research & Development,Life Sciences,1288,3,Male,5,Manager,1,Divorced,19190,No,2,25
34,No,Human Resources,Life Sciences,1289,3,Male,2,Human Resources,2,Married,4490,No,4,10
35,No,Research & Development,Life Sciences,1291,3,Male,1,Research Scientist,3,Married,3506,Yes,3,3
42,No,Research & Development,Medical,1292,2,Female,2,Research Scientist,2,Married,2372,Yes,3,1
43,No,Sales,Marketing,1293,4,Female,3,Sales Executive,4,Single,10231,No,4,21
36,No,Research & Development,Life Sciences,1294,3,Female,2,Manufacturing Director,2,Single,5410,Yes,3,16
44,Yes,Research & Development,Medical,1295,1,Female,3,Healthcare Representative,4,Married,7978,No,3,10
28,No,Research & Development,Life Sciences,1296,4,Male,1,Laboratory Technician,4,Married,3867,Yes,3,2
51,No,Research & Development,Medical,1297,2,Female,1,Laboratory Technician,3,Single,2838,No,2,7
30,No,Research & Development,Medical,1298,3,Female,2,Manufacturing Director,3,Single,4695,Yes,3,8
29,Yes,Research & Development,Technical Degree,1299,2,Female,1,Laboratory Technician,3,Divorced,3339,Yes,3,7
28,No,Research & Development,Technical Degree,1301,4,Male,1,Research Scientist,1,Single,2080,No,2,3
25,No,Research & Development,Medical,1303,4,Female,1,Research Scientist,2,Single,2096,No,2,2
32,No,Sales,Medical,1304,3,Male,2,Sales Executive,4,Married,6209,No,4,10
45,No,Research & Development,Medical,1306,2,Female,5,Manager,2,Single,18061,No,3,0
39,No,Research & Development,Medical,1307,3,Female,4,Manager,2,Divorced,17123,Yes,3,19
58,No,Research & Development,Life Sciences,1308,1,Male,1,Research Scientist,3,Divorced,2372,No,3,2
32,Yes,Research & Development,Life Sciences,1309,4,Male,2,Laboratory Technician,3,Married,4883,No,3,10
39,Yes,Research & Development,Medical,1310,3,Male,1,Research Scientist,1,Single,3904,No,3,5
30,No,Research & Development,Technical Degree,1311,1,Female,2,Laboratory Technician,4,Married,4627,No,3,9
36,No,Research & Development,Technical Degree,1312,4,Female,3,Healthcare Representative,3,Married,7094,No,3,7
46,No,Human Resources,Life Sciences,1314,4,Female,1,Human Resources,1,Single,3423,No,4,7
28,No,Research & Development,Life Sciences,1315,3,Female,2,Laboratory Technician,4,Married,6674,No,3,9
50,No,Research & Development,Life Sciences,1317,4,Female,4,Research Director,1,Married,16880,Yes,3,3
40,Yes,Sales,Marketing,1318,4,Male,3,Sales Executive,2,Single,9094,Yes,3,5
52,Yes,Sales,Life Sciences,1319,2,Male,3,Sales Executive,2,Single,8446,Yes,2,8
30,No,Research & Development,Medical,1321,2,Female,3,Manager,1,Married,11916,Yes,3,9
39,No,Research & Development,Life Sciences,1322,1,Male,2,Manufacturing Director,3,Single,4534,No,3,8
31,No,Sales,Life Sciences,1324,4,Female,3,Sales Executive,3,Divorced,9852,Yes,2,10
41,No,Sales,Medical,1329,3,Male,2,Sales Executive,2,Single,6151,No,3,19
31,Yes,Sales,Life Sciences,1331,4,Female,1,Sales Representative,2,Single,2302,Yes,4,3
44,Yes,Research & Development,Life Sciences,1333,1,Male,1,Laboratory Technician,1,Married,2362,No,4,3
42,No,Research & Development,Life Sciences,1334,3,Male,4,Manager,3,Married,17861,Yes,2,20
55,No,Research & Development,Medical,1336,4,Female,5,Manager,3,Married,19187,No,3,19
56,No,Human Resources,Life Sciences,1338,4,Male,5,Manager,2,Single,19717,No,3,7
40,No,Research & Development,Life Sciences,1340,3,Male,1,Research Scientist,3,Divorced,3544,No,3,4
34,No,Research & Development,Life Sciences,1344,4,Male,3,Healthcare Representative,4,Divorced,8500,No,2,9
40,No,Research & Development,Life Sciences,1346,3,Male,2,Research Scientist,4,Single,4661,No,3,9
41,No,Sales,Marketing,1349,3,Female,2,Sales Executive,1,Divorced,4103,No,3,9
35,No,Research & Development,Life Sciences,1350,3,Male,2,Research Scientist,3,Single,4249,Yes,3,9
51,No,Human Resources,Life Sciences,1352,3,Male,4,Manager,2,Divorced,14026,Yes,3,33
38,No,Sales,Life Sciences,1355,2,Female,2,Sales Executive,1,Divorced,6893,No,3,7
34,No,Sales,Medical,1356,3,Female,2,Sales Executive,1,Single,6125,No,4,10
25,No,Research & Development,Medical,1358,4,Male,1,Laboratory Technician,4,Married,3669,No,2,3
58,Yes,Research & Development,Medical,1360,3,Female,3,Manufacturing Director,1,Married,10008,Yes,2,10
40,No,Research & Development,Life Sciences,1361,2,Male,1,Laboratory Technician,2,Married,2387,No,3,4
36,No,Sales,Marketing,1362,1,Female,2,Sales Executive,1,Married,4639,No,2,15
48,No,Research & Development,Life Sciences,1363,4,Male,3,Manufacturing Director,4,Single,7898,No,3,10
27,No,Sales,Medical,1364,3,Female,1,Sales Representative,4,Married,2534,No,3,1
51,No,Research & Development,Technical Degree,1367,4,Female,4,Manufacturing Director,2,Single,13142,No,2,5
18,No,Research & Development,Life Sciences,1368,4,Female,1,Laboratory Technician,4,Single,1611,No,4,0
35,No,Research & Development,Medical,1369,4,Female,2,Laboratory Technician,4,Married,5363,No,3,9
27,No,Sales,Life Sciences,1371,4,Male,2,Sales Executive,4,Single,5071,No,3,6
55,Yes,Sales,Marketing,1372,1,Male,4,Sales Executive,3,Single,13695,Yes,2,19
56,No,Research & Development,Life Sciences,1373,4,Male,4,Manufacturing Director,2,Married,13402,Yes,3,19
34,No,Research & Development,Technical Degree,1374,1,Female,1,Research Scientist,3,Divorced,2029,No,3,5
40,No,Research & Development,Medical,1375,2,Female,2,Healthcare Representative,3,Divorced,6377,No,3,12
34,No,Research & Development,Medical,1377,2,Male,2,Laboratory Technician,3,Married,5429,No,3,8
31,Yes,Sales,Life Sciences,1379,3,Female,1,Sales Representative,4,Single,2785,No,4,1
35,Yes,Sales,Marketing,1380,4,Female,2,Sales Executive,3,Married,4614,Yes,2,4
38,No,Research & Development,Life Sciences,1382,4,Male,1,Research Scientist,3,Divorced,2610,No,3,4
34,No,Research & Development,Technical Degree,1383,3,Female,2,Healthcare Representative,4,Single,6687,No,4,14
28,No,Sales,Life Sciences,1387,3,Male,2,Sales Executive,1,Married,4724,No,3,5
31,Yes,Research & Development,Medical,1389,4,Male,2,Manufacturing Director,3,Married,6179,Yes,2,10
39,No,Sales,Life Sciences,1390,1,Male,2,Sales Executive,4,Married,6120,Yes,4,5
51,No,Sales,Marketing,1391,2,Male,3,Sales Executive,2,Married,10596,No,3,4
41,No,Research & Development,Life Sciences,1392,4,Female,2,Research Scientist,4,Divorced,5467,Yes,2,6
37,No,Research & Development,Life Sciences,1394,3,Male,1,Research Scientist,3,Married,2996,Yes,3,6
33,No,Sales,Life Sciences,1395,2,Male,2,Sales Executive,4,Married,9998,No,4,5
32,No,Sales,Marketing,1396,3,Male,2,Sales Executive,2,Married,4078,Yes,2,3
39,No,Research & Development,Life Sciences,1397,3,Male,3,Healthcare Representative,3,Married,10920,No,3,6
25,No,Sales,Life Sciences,1399,1,Male,2,Sales Executive,3,Married,6232,No,2,3
52,No,Research & Development,Medical,1401,4,Female,4,Manufacturing Director,3,Married,13247,Yes,2,5
43,No,Research & Development,Medical,1402,1,Female,2,Research Scientist,3,Single,4081,Yes,1,20
27,No,Sales,Marketing,1403,4,Female,2,Sales Executive,4,Married,5769,Yes,3,6
27,Yes,Research & Development,Life Sciences,1405,4,Female,1,Research Scientist,3,Single,2394,Yes,3,8
26,No,Research & Development,Medical,1407,1,Male,1,Research Scientist,4,Single,3904,No,3,4
42,No,Human Resources,Human Resources,1408,3,Female,4,Manager,1,Married,16799,No,3,20
52,No,Research & Development,Other,1409,3,Female,1,Laboratory Technician,1,Married,2950,No,1,5
37,No,Research & Development,Medical,1411,1,Female,1,Laboratory Technician,3,Single,3629,No,3,3
35,No,Research & Development,Life Sciences,1412,3,Male,3,Manufacturing Director,4,Single,9362,No,3,2
25,No,Research & Development,Technical Degree,1415,1,Male,1,Laboratory Technician,4,Married,3229,No,2,3
26,No,Research & Development,Other,1417,3,Male,1,Laboratory Technician,1,Single,3578,No,3,7
29,No,Human Resources,Other,1419,2,Male,3,Human Resources,1,Single,7988,No,2,10
49,Yes,Research & Development,Life Sciences,1420,1,Male,2,Laboratory Technician,1,Single,4284,No,3,4
29,Yes,Research & Development,Other,1421,3,Female,3,Healthcare Representative,4,Single,7553,Yes,3,8
54,No,Research & Development,Medical,1422,4,Female,4,Research Director,4,Single,17328,No,2,20
58,No,Research & Development,Medical,1423,4,Female,5,Research Director,1,Married,19701,Yes,3,9
55,No,Research & Development,Medical,1424,2,Male,4,Research Director,4,Divorced,14732,No,4,7
36,No,Sales,Marketing,1425,1,Female,2,Sales Executive,2,Single,9278,Yes,3,5
31,Yes,Sales,Life Sciences,1427,2,Female,1,Sales Representative,3,Single,1359,No,3,1
30,No,Sales,Marketing,1428,4,Female,2,Sales Executive,1,Divorced,4779,No,3,3
31,No,Research & Development,Life Sciences,1430,1,Female,4,Research Director,2,Single,16422,No,4,3
34,No,Research & Development,Other,1431,4,Male,1,Research Scientist,1,Divorced,2996,No,3,4
31,Yes,Research & Development,Life Sciences,1433,1,Female,1,Research Scientist,2,Single,1261,No,4,1
27,No,Research & Development,Life Sciences,1434,2,Male,1,Laboratory Technician,1,Married,2099,No,4,5
36,No,Research & Development,Life Sciences,1435,1,Male,2,Laboratory Technician,4,Single,5810,No,2,10
36,No,Sales,Marketing,1436,3,Female,2,Sales Executive,1,Married,5647,No,2,3
47,No,Research & Development,Technical Degree,1438,1,Male,1,Research Scientist,4,Married,3420,No,2,6
25,Yes,Sales,Life Sciences,1439,1,Male,1,Sales Representative,1,Married,4400,No,3,3
37,No,Research & Development,Technical Degree,1440,3,Male,1,Laboratory Technician,3,Single,3500,No,1,6
56,No,Research & Development,Life Sciences,1441,1,Female,1,Research Scientist,1,Married,2066,No,4,3
47,No,Research & Development,Medical,1443,1,Female,4,Research Director,3,Married,17169,No,4,20
24,No,Sales,Medical,1445,4,Female,2,Sales Executive,3,Married,4162,Yes,3,5
32,No,Sales,Marketing,1446,4,Male,2,Sales Executive,4,Married,9204,No,2,4
34,No,Research & Development,Life Sciences,1447,4,Female,1,Laboratory Technician,2,Married,3294,No,2,5
41,No,Research & Development,Medical,1448,2,Male,1,Research Scientist,3,Married,2127,Yes,2,4
40,No,Research & Development,Other,1449,3,Male,2,Laboratory Technician,3,Divorced,3975,No,4,8
31,No,Sales,Life Sciences,1453,1,Male,3,Sales Executive,4,Divorced,10793,No,3,13
46,Yes,Sales,Marketing,1457,1,Male,3,Sales Executive,4,Divorced,10096,No,4,7
39,Yes,Research & Development,Life Sciences,1458,1,Female,1,Laboratory Technician,1,Single,3646,Yes,4,1
31,Yes,Research & Development,Life Sciences,1459,3,Female,3,Manufacturing Director,2,Single,7446,No,3,10
45,No,Research & Development,Medical,1460,2,Male,3,Healthcare Representative,1,Divorced,10851,Yes,3,7
31,No,Human Resources,Medical,1461,4,Female,1,Human Resources,2,Single,2109,No,3,3
31,Yes,Research & Development,Life Sciences,1464,2,Male,1,Laboratory Technician,4,Married,3722,Yes,1,2
45,No,Research & Development,Technical Degree,1465,2,Male,3,Manufacturing Director,4,Married,9380,Yes,4,3
48,No,Sales,Marketing,1466,3,Male,2,Sales Executive,1,Divorced,5486,No,3,2
34,Yes,Human Resources,Technical Degree,1467,1,Female,1,Human Resources,3,Married,2742,No,3,2
40,No,Research & Development,Medical,1468,4,Male,3,Research Director,2,Divorced,13757,No,3,9
28,No,Sales,Medical,1469,4,Male,2,Sales Executive,1,Single,8463,No,3,5
44,No,Research & Development,Life Sciences,1471,3,Male,1,Laboratory Technician,3,Single,3162,No,3,5
53,No,Research & Development,Medical,1472,4,Male,4,Research Director,2,Single,16598,No,2,9
49,No,Research & Development,Technical Degree,1473,1,Male,2,Healthcare Representative,3,Married,6651,No,2,3
40,No,Research & Development,Medical,1474,3,Male,1,Research Scientist,3,Divorced,2345,No,4,3
44,No,Research & Development,Life Sciences,1475,4,Male,1,Research Scientist,2,Single,3420,No,2,5
33,No,Sales,Medical,1477,4,Male,2,Sales Executive,1,Married,4373,No,3,4
34,No,Sales,Other,1478,4,Male,2,Sales Executive,1,Single,4759,No,3,13
30,No,Sales,Life Sciences,1479,4,Male,2,Sales Executive,3,Married,5301,No,2,2
42,No,Research & Development,Medical,1480,1,Female,1,Laboratory Technician,4,Single,3673,No,3,12
44,No,Sales,Marketing,1481,1,Female,2,Sales Executive,3,Married,4768,No,2,1
30,No,Research & Development,Technical Degree,1482,3,Male,1,Research Scientist,3,Divorced,1274,No,2,1
57,No,Research & Development,Life Sciences,1483,2,Male,2,Research Scientist,3,Married,4900,No,2,12
49,No,Research & Development,Life Sciences,1484,3,Male,3,Healthcare Representative,2,Divorced,10466,No,3,8
34,No,Research & Development,Medical,1485,2,Male,4,Research Director,1,Divorced,17007,No,2,14
28,Yes,Sales,Technical Degree,1486,1,Male,1,Sales Representative,3,Married,2909,No,4,3
29,Yes,Sales,Technical Degree,1487,1,Female,2,Sales Executive,2,Single,5765,No,1,5
34,Yes,Sales,Medical,1489,1,Female,2,Sales Executive,2,Single,4599,Yes,4,15
35,No,Sales,Life Sciences,1492,4,Male,1,Sales Representative,3,Married,2404,No,3,1
24,Yes,Research & Development,Medical,1494,2,Male,1,Laboratory Technician,1,Single,3172,Yes,2,0
24,No,Sales,Life Sciences,1495,4,Female,1,Sales Representative,2,Married,2033,No,3,1
44,No,Research & Development,Medical,1496,2,Male,3,Manufacturing Director,3,Single,10209,Yes,2,2
29,No,Sales,Life Sciences,1497,3,Male,2,Sales Executive,3,Divorced,8620,No,3,10
30,No,Human Resources,Life Sciences,1499,3,Male,1,Human Resources,3,Divorced,2064,No,4,5
55,No,Research & Development,Life Sciences,1501,4,Male,2,Healthcare Representative,3,Married,4035,Yes,3,3
33,No,Research & Development,Medical,1502,1,Female,1,Laboratory Technician,2,Married,3838,No,3,5
47,No,Sales,Medical,1503,3,Female,2,Sales Executive,3,Married,4591,Yes,2,5
28,Yes,Research & Development,Medical,1504,3,Male,1,Laboratory Technician,1,Single,2561,No,2,0
28,No,Research & Development,Life Sciences,1506,1,Male,1,Research Scientist,3,Divorced,1563,No,1,1
28,No,Sales,Life Sciences,1507,3,Male,2,Sales Executive,1,Single,4898,No,3,4
49,No,Research & Development,Medical,1509,3,Female,2,Laboratory Technician,1,Married,4789,No,3,3
29,No,Research & Development,Life Sciences,1513,4,Female,1,Laboratory Technician,2,Married,3180,No,3,3
28,No,Research & Development,Life Sciences,1514,3,Male,2,Manufacturing Director,2,Married,6549,No,2,8
33,No,Research & Development,Life Sciences,1515,4,Male,2,Healthcare Representative,3,Single,6388,Yes,3,0
32,No,Research & Development,Medical,1516,3,Male,3,Manager,4,Single,11244,No,4,5
54,No,Research & Development,Medical,1520,2,Female,4,Manager,4,Divorced,16032,No,3,14
29,Yes,Research & Development,Technical Degree,1522,1,Male,1,Research Scientist,1,Single,2362,No,1,9
44,No,Research & Development,Life Sciences,1523,4,Male,4,Research Director,1,Married,16328,No,4,20
39,No,Research & Development,Life Sciences,1525,2,Female,3,Manufacturing Director,2,Single,8376,No,3,2
46,No,Sales,Life Sciences,1527,3,Female,4,Manager,2,Married,16606,No,4,13
35,No,Research & Development,Life Sciences,1529,4,Female,3,Healthcare Representative,2,Single,8606,No,1,11
23,No,Research & Development,Life Sciences,1533,1,Male,2,Laboratory Technician,3,Single,2272,No,3,4
40,Yes,Research & Development,Life Sciences,1534,4,Male,1,Laboratory Technician,1,Single,2018,No,1,5
34,No,Sales,Technical Degree,1535,4,Male,3,Sales Executive,3,Married,7083,Yes,3,10
31,Yes,Research & Development,Life Sciences,1537,4,Female,1,Research Scientist,3,Single,4084,No,1,7
50,No,Research & Development,Medical,1539,3,Male,4,Research Director,4,Single,14411,Yes,3,32
34,No,Sales,Technical Degree,1541,2,Male,1,Sales Representative,3,Married,2308,Yes,3,11
42,No,Research & Development,Medical,1542,3,Male,1,Laboratory Technician,2,Married,4841,No,3,1
37,No,Research & Development,Medical,1543,1,Male,2,Research Scientist,4,Married,4285,No,3,10
29,No,Research & Development,Other,1544,3,Female,2,Healthcare Representative,1,Married,9715,No,3,7
33,No,Research & Development,Life Sciences,1545,4,Male,2,Manufacturing Director,2,Single,4320,No,3,5
45,No,Research & Development,Technical Degree,1546,4,Male,1,Research Scientist,4,Married,2132,No,3,5
42,No,Research & Development,Life Sciences,1547,4,Male,3,Healthcare Representative,4,Married,10124,Yes,1,20
40,No,Sales,Medical,1548,1,Male,2,Sales Executive,1,Married,5473,No,4,8
33,No,Research & Development,Life Sciences,1549,2,Male,2,Laboratory Technician,3,Married,5207,Yes,3,15
40,No,Human Resources,Medical,1550,3,Male,4,Manager,4,Single,16437,Yes,3,21
24,No,Research & Development,Technical Degree,1551,3,Male,1,Laboratory Technician,1,Divorced,2296,No,3,1
40,No,Research & Development,Life Sciences,1552,4,Male,2,Healthcare Representative,4,Divorced,4069,Yes,3,2
45,No,Research & Development,Technical Degree,1553,1,Male,3,Healthcare Representative,2,Divorced,7441,No,3,10
35,No,Sales,Life Sciences,1554,2,Female,1,Sales Representative,3,Married,2430,No,3,5
32,No,Research & Development,Life Sciences,1555,4,Female,2,Research Scientist,2,Married,5878,No,3,7
36,No,Sales,Life Sciences,1556,3,Male,1,Sales Representative,4,Single,2644,Yes,2,3
48,No,Sales,Life Sciences,1557,3,Female,2,Sales Executive,3,Divorced,6439,No,3,8
29,No,Research & Development,Life Sciences,1558,3,Male,1,Research Scientist,3,Married,2451,No,2,1
33,No,Sales,Life Sciences,1560,1,Male,2,Sales Executive,1,Married,6392,No,1,2
30,Yes,Sales,Life Sciences,1562,2,Male,2,Sales Executive,1,Married,9714,No,3,10
38,No,Human Resources,Human Resources,1563,3,Male,2,Human Resources,3,Married,6077,No,3,6
35,No,Research & Development,Medical,1564,4,Male,1,Laboratory Technician,1,Single,2450,No,3,3
30,No,Sales,Technical Degree,1568,3,Male,3,Sales Executive,2,Married,9250,No,3,4
35,Yes,Research & Development,Life Sciences,1569,1,Female,1,Laboratory Technician,1,Divorced,2074,Yes,3,1
53,Yes,Research & Development,Technical Degree,1572,3,Female,3,Manufacturing Director,4,Married,10169,No,3,33
38,Yes,Research & Development,Medical,1573,3,Male,2,Manufacturing Director,2,Married,4855,No,3,5
32,No,Research & Development,Technical Degree,1574,4,Male,2,Research Scientist,1,Married,4087,No,2,6
48,No,Research & Development,Other,1576,3,Female,1,Research Scientist,1,Married,2367,No,2,8
34,No,Research & Development,Medical,1577,1,Male,1,Research Scientist,4,Single,2972,No,1,1
55,No,Sales,Marketing,1578,3,Male,5,Manager,4,Married,19586,No,3,36
34,No,Research & Development,Life Sciences,1580,2,Male,2,Research Scientist,4,Married,5484,No,2,2
26,No,Research & Development,Life Sciences,1581,1,Female,1,Research Scientist,4,Married,2061,No,3,1
38,No,Sales,Life Sciences,1582,3,Male,2,Sales Executive,2,Married,9924,No,3,9
38,No,Sales,Life Sciences,1583,2,Female,2,Sales Executive,2,Single,4198,No,4,3
36,No,Sales,Life Sciences,1585,2,Female,2,Sales Executive,3,Single,6815,No,3,1
29,No,Research & Development,Medical,1586,2,Male,1,Laboratory Technician,1,Single,4723,Yes,3,10
35,No,Research & Development,Medical,1587,1,Female,2,Healthcare Representative,3,Single,6142,Yes,3,5
39,No,Sales,Medical,1588,4,Male,3,Sales Executive,3,Married,8237,No,3,7
29,No,Research & Development,Life Sciences,1590,1,Male,2,Healthcare Representative,4,Divorced,8853,No,4,6
50,No,Sales,Marketing,1591,3,Male,5,Manager,3,Married,19331,Yes,3,1
23,No,Research & Development,Technical Degree,1592,4,Male,1,Research Scientist,3,Married,2073,No,3,2
36,No,Research & Development,Life Sciences,1594,1,Male,2,Laboratory Technician,1,Married,5562,Yes,3,3
42,No,Research & Development,Other,1595,4,Male,5,Manager,4,Single,19613,No,3,1
35,No,Research & Development,Life Sciences,1596,2,Male,2,Laboratory Technician,3,Married,3407,No,2,10
34,No,Research & Development,Technical Degree,1597,4,Male,2,Healthcare Representative,3,Married,5063,No,2,8
40,No,Sales,Life Sciences,1598,4,Female,2,Sales Executive,1,Married,4639,No,3,5
43,No,Research & Development,Technical Degree,1599,4,Male,1,Laboratory Technician,2,Divorced,4876,No,3,6
35,No,Research & Development,Life Sciences,1601,3,Male,1,Laboratory Technician,4,Married,2690,No,2,1
46,No,Sales,Life Sciences,1602,4,Male,4,Manager,1,Single,17567,No,1,26
28,Yes,Research & Development,Medical,1604,3,Male,1,Laboratory Technician,2,Married,2408,Yes,3,1
22,No,Research & Development,Other,1605,2,Female,1,Research Scientist,3,Married,2814,Yes,2,4
50,No,Research & Development,Medical,1606,2,Male,4,Healthcare Representative,3,Married,11245,Yes,3,30
32,No,Research & Development,Other,1607,2,Female,1,Research Scientist,4,Married,3312,No,3,3
44,No,Research & Development,Medical,1608,2,Female,5,Research Director,4,Divorced,19049,Yes,2,22
30,No,Research & Development,Medical,1609,2,Male,1,Research Scientist,2,Married,2141,No,2,6
45,No,Research & Development,Medical,1611,3,Female,2,Laboratory Technician,1,Single,5769,Yes,3,10
45,No,Sales,Marketing,1612,1,Male,2,Sales Executive,1,Married,4385,No,3,10
31,No,Sales,Other,1613,4,Male,2,Sales Executive,1,Single,5332,No,3,5
36,No,Research & Development,Life Sciences,1614,3,Female,2,Manufacturing Director,3,Married,4663,Yes,3,3
34,No,Research & Development,Life Sciences,1615,3,Male,2,Manufacturing Director,4,Divorced,4724,No,3,9
49,No,Research & Development,Life Sciences,1617,3,Female,1,Laboratory Technician,1,Married,3211,No,2,9
39,No,Research & Development,Medical,1618,2,Male,2,Manufacturing Director,1,Married,5377,No,3,7
27,No,Research & Development,Other,1619,4,Male,1,Laboratory Technician,1,Divorced,4066,No,3,7
35,No,Research & Development,Life Sciences,1621,2,Male,2,Research Scientist,1,Married,5208,No,3,16
28,No,Research & Development,Medical,1622,2,Female,2,Manufacturing Director,1,Divorced,4877,No,2,5
21,No,Research & Development,Medical,1623,3,Male,1,Research Scientist,4,Single,3117,No,3,2
18,Yes,Sales,Medical,1624,2,Female,1,Sales Representative,4,Single,1569,Yes,4,0
47,No,Human Resources,Life Sciences,1625,4,Female,5,Manager,3,Married,19658,No,3,5
39,No,Research & Development,Medical,1627,3,Male,2,Laboratory Technician,3,Divorced,3069,No,3,10
40,No,Research & Development,Life Sciences,1628,1,Female,3,Manufacturing Director,3,Married,10435,No,3,18
35,No,Research & Development,Life Sciences,1630,3,Female,2,Healthcare Representative,3,Married,4148,No,3,14
37,No,Research & Development,Life Sciences,1631,3,Male,2,Manufacturing Director,3,Married,5768,No,2,4
39,No,Research & Development,Medical,1633,1,Female,2,Manufacturing Director,3,Single,5042,No,1,9
45,No,Research & Development,Other,1635,4,Female,2,Manufacturing Director,4,Divorced,5770,No,3,10
38,No,Research & Development,Medical,1638,4,Female,3,Manufacturing Director,3,Married,7756,Yes,4,5
35,Yes,Sales,Medical,1639,4,Male,3,Sales Executive,1,Married,10306,No,3,13
37,No,Research & Development,Medical,1640,2,Female,1,Research Scientist,2,Married,3936,No,1,8
40,No,Research & Development,Life Sciences,1641,3,Female,3,Manufacturing Director,4,Single,7945,Yes,2,4
44,No,Human Resources,Human Resources,1642,1,Male,2,Human Resources,4,Married,5743,Yes,3,10
48,No,Research & Development,Medical,1644,3,Male,4,Manager,4,Married,15202,No,3,2
35,Yes,Sales,Medical,1645,1,Male,2,Sales Executive,4,Divorced,5440,Yes,2,2
24,No,Research & Development,Technical Degree,1646,1,Female,1,Research Scientist,4,Single,3760,Yes,3,6
27,No,Research & Development,Medical,1647,2,Female,1,Research Scientist,3,Married,3517,No,3,3
27,No,Research & Development,Medical,1648,4,Male,1,Research Scientist,4,Single,2580,No,2,4
40,Yes,Research & Development,Life Sciences,1649,1,Male,1,Laboratory Technician,1,Single,2166,Yes,1,4
29,No,Sales,Medical,1650,3,Male,2,Sales Executive,3,Single,5869,No,3,5
36,No,Research & Development,Life Sciences,1651,2,Female,3,Healthcare Representative,1,Married,8008,No,3,3
25,No,Research & Development,Life Sciences,1653,4,Male,2,Manufacturing Director,3,Divorced,5206,No,3,7
